date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:57:46	93298/93298	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20May%202020%2019:32:24%20GMT	https://golohtml.uxper.co/demo/images/blog/thumb-09.jpg	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/blog/thumb-09.jpg	(from https://golohtml.uxper.co/demo/blog-fullwidth.html)
17:57:47	106344/106344	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20May%202020%2019:39:26%20GMT	https://golohtml.uxper.co/demo/images/blog/thumb-11.jpg	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/blog/thumb-11.jpg	(from https://golohtml.uxper.co/demo/blog-fullwidth.html)
17:57:47	154070/154070	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20May%202020%2019:39:54%20GMT	https://golohtml.uxper.co/demo/images/blog/thumb-12.jpg	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/blog/thumb-12.jpg	(from https://golohtml.uxper.co/demo/blog-fullwidth.html)
17:57:48	42391/42391	---M--	200	added ('OK')	image/png	date:Sun,%2009%20Feb%202020%2004:04:50%20GMT	https://golohtml.uxper.co/demo/images/illustrations/subcribe.png	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/illustrations/subcribe.png	(from https://golohtml.uxper.co/demo/blog-right-sidebar.html)
17:57:49	172807/172807	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20May%202020%2019:58:36%20GMT	https://golohtml.uxper.co/demo/images/blog/large-01.jpg	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/blog/large-01.jpg	(from https://golohtml.uxper.co/demo/blog-detail.html)
17:57:49	40307/40307	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Jun%202021%2017:34:00%20GMT	https://golohtml.uxper.co/demo/owner-bookings.html	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/owner-bookings.html	(from https://golohtml.uxper.co/demo/owner-dashboard.html)
17:57:49	43539/43539	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Jun%202021%2017:34:00%20GMT	https://golohtml.uxper.co/demo/owner-listings.html	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/owner-listings.html	(from https://golohtml.uxper.co/demo/owner-dashboard.html)
17:57:49	43777/43777	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Jun%202021%2017:34:00%20GMT	https://golohtml.uxper.co/demo/owner-wishlist.html	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/owner-wishlist.html	(from https://golohtml.uxper.co/demo/owner-dashboard.html)
17:57:50	38350/38350	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Jun%202021%2017:34:00%20GMT	https://golohtml.uxper.co/demo/owner-profile.html	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/owner-profile.html	(from https://golohtml.uxper.co/demo/owner-dashboard.html)
17:57:51	48485/48485	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2025%20Mar%202020%2003:07:28%20GMT	https://golohtml.uxper.co/demo/images/assets/img-people.svg	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/assets/img-people.svg	(from https://golohtml.uxper.co/demo/owner-dashboard.html)
17:57:51	39632/39632	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2012%20Mar%202020%2003:05:06%20GMT	https://golohtml.uxper.co/demo/images/assets/cs-thumb.svg	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/assets/cs-thumb.svg	(from https://golohtml.uxper.co/demo/construction.html)
17:57:52	64901/64901	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20May%202020%2015:48:52%20GMT	https://golohtml.uxper.co/demo/images/bg/bg-coming.jpg	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/bg/bg-coming.jpg	(from https://golohtml.uxper.co/demo/coming-soon.html)
17:57:57	267/267	---M--	308	error ('Permanent%20Redirect')	text/html	date:Mon,%2024%20Apr%202023%2015:58:01%20GMT	http://pinterest.com/robots.txt		(from https://golohtml.uxper.co/demo/single-1.html)
17:57:58	645/645	---M--	308	error ('Permanent%20Redirect')	text/html	date:Mon,%2024%20Apr%202023%2015:58:01%20GMT	https://pinterest.com/pin/create/button/?url=https%3A%2F%2Fwp.getgolo.com%2Fplace%2Fthe-louvre%2F%26description=The+Louvre%26media=https://wp.getgolo.com/wp-content/uploads/2019/10/ef3cc68f-2e02-41cc-aad6-4b301a655555.jpg	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/pinterest.com/pin/create/button/index7cd0.html	(from http://pinterest.com/pin/create/button/?url=https%3A%2F%2Fwp.getgolo.com%2Fplace%2Fthe-louvre%2F&description=The+Louvre&media=https://wp.getgolo.com/wp-content/uploads/2019/10/ef3cc68f-2e02-41cc-aad6-4b301a655555.jpg)
17:57:58	9003/9003	---M--	200	added ('OK')	image/png	date:Sun,%2009%20Feb%202020%2004:04:50%20GMT	https://golohtml.uxper.co/demo/images/member-avatar.png	C:/Users/awadi/OneDrive/Bureau/IA_School_M2/ProjetIA/Zara%20Second%20Life/golohtml.uxper.co/demo/images/member-avatar.png	(from https://golohtml.uxper.co/demo/owner-profile.html)
17:57:59	267/267	---M--	308	error ('Permanent%20Redirect')	text/html	date:Mon,%2024%20Apr%202023%2015:58:02%20GMT	https://pinterest.com/robots.txt		(from http://pinterest.com/pin/create/button/?url=https%3A%2F%2Fwp.getgolo.com%2Fplace%2Fthe-louvre%2F&description=The+Louvre&media=https://wp.getgolo.com/wp-content/uploads/2019/10/ef3cc68f-2e02-41cc-aad6-4b301a655555.jpg)
